"time","F14C"
1941,0.979880329188155
1941.25,0.979728555720081
1941.5,0.980153882857381
1941.75,0.980223295109329
1942,0.980005909632991
1942.25,0.97951865902089
1942.5,0.978974209350214
1942.75,0.978497128308369
1943,0.978180256938263
1943.25,0.977999710749599
1943.5,0.978013525944408
1943.75,0.978392445509843
1944,0.978857325604179
1944.25,0.979225738693573
1944.5,0.979357052525557
1944.75,0.979080312315068
1945,0.978482069851767
1945.25,0.977961323544245
1945.5,0.977476115867296
1945.75,0.977404585166433
1946,0.977474981593902
1946.25,0.977692437657041
1946.5,0.977973898388225
1946.75,0.978144322334467
1947,0.978208073328778
1947.25,0.978339068212833
1947.5,0.978394900667999
1947.75,0.978513384194048
1948,0.978538095744427
1948.25,0.978462678794614
1948.5,0.977986564197423
1948.75,0.977155511512876
1949,0.976067870826666
1949.25,0.97499053989401
1949.5,0.974063124762265
1949.75,0.973433662536682
1950,0.973101518240857
1950.25,0.972962614676312
1950.5,0.973090520183638
1950.75,0.97326460144423
1951,0.973532174826619
1951.25,0.973802798349856
1951.5,0.974070599644125
1951.75,0.974231001873957
1952,0.974403600887108
1952.25,0.97473719793332
1952.5,0.975197110615386
1952.75,0.975922449864097
1953,0.976551852744083
1953.25,0.97672928369465
1953.5,0.975950043851601
1953.75,0.974215360467293
1954,0.972258254712872
1954.25,0.971519161755441
1954.5,0.973027361809943
1954.75,0.977606909534915
1955,0.984431274982482
1955.25,0.992315325832392
1955.5,0.999905787864385
1955.75,1.00627600092029
1956,1.01107443072253
1956.25,1.01465171479617
1956.5,1.01686218070152
1956.75,1.01821290151475
1957,1.02025375983206
1957.25,1.02519213684795
1957.5,1.03492559783478
1957.75,1.05105326925611
1958,1.07276208635663
1958.25,1.09891167628437
1958.5,1.12831195408476
1958.75,1.15935804405531
1959,1.18843684688064
1959.25,1.21166967545902
1959.5,1.22523158248216
1959.75,1.22666523356836
1960,1.21999964568645
1960.25,1.21084472187628
1960.5,1.20489770280032
1960.75,1.20610332396925
1961,1.21255840351665
1961.25,1.22066005657898
1961.5,1.2268610056041
1961.75,1.22966638071831
1962,1.23563487789828
1962.25,1.25955358009423
1962.5,1.29375934132855
1962.75,1.36841319773044
1963,1.42548002144543
1963.25,1.47820867810047
1963.5,1.57946018540601
1963.75,1.66697000092114
1964,1.66571692214204
1964.25,1.6750464409817
1964.5,1.71538122468176
1964.75,1.7301138399786
1965,1.72008419009824
1965.25,1.7076265146819
1965.5,1.70660122368362
1965.75,1.7273058927221
1966,1.68356874297675
1966.25,1.64039867046657
1966.5,1.65310466455142
1966.75,1.67496972721062
1967,1.62561420205451
1967.25,1.62692153330553
1967.5,1.58116242268916
1967.75,1.61008287519225
1968,1.56967037335874
1968.25,1.5711969543856
1968.5,1.54490953964141
1968.75,1.56487572248444
1969,1.56060664008032
1969.25,1.55459907917911
1969.5,1.55053490403915
1969.75,1.54346563004095
1970,1.53526262921365
1970.25,1.5284017713673
1970.5,1.5251071633889
1970.75,1.52583790033558
1971,1.52883178237593
1971.25,1.53067181856232
1971.5,1.5281110210538
1971.75,1.51938089409649
1972,1.50497216080464
1972.25,1.48763163450961
1972.5,1.47064583933381
1972.75,1.45665189554806
1973,1.44441122555688
1973.25,1.43291781055731
1973.5,1.44832288448769
1973.75,1.44317854424606
1974,1.41104453587474
1974.25,1.41685699269816
1974.5,1.42015357656629
1974.75,1.41310978287333
1975,1.39176137494047
1975.25,1.37909405768729
1975.5,1.3942245573619
1975.75,1.38690854779246
1976,1.35926147021132
1976.25,1.34776823940907
1976.5,1.35367677988956
1976.75,1.3471135122532
1977,1.33609031102613
1977.25,1.33518299850085
1977.5,1.33873713511325
1977.75,1.33063632584067
1978,1.31945174394001
1978.25,1.32131928017928
1978.5,1.32791207486709
1978.75,1.32485036769018
1979,1.30948218402967
1979.25,1.30398739790947
1979.5,1.29796119119839
1979.75,1.29143446970582
1980,1.27502177919305
1980.25,1.26322054569822
1980.5,1.27096024767537
1980.75,1.26413573178191
1981,1.25306498774768
1981.25,1.25340586089086
1981.5,1.25976505452826
1981.75,1.25998039227584
1982,1.24918149571056
1982.25,1.23550253869186
1982.5,1.24212528037989
1982.75,1.23846801750791
1983,1.22941577613042
1983.25,1.22747545526724
1983.5,1.23218088855606
1983.75,1.22829201399612
1984,1.21224654348044
1984.25,1.2056510728333
1984.5,1.21183786404065
1984.75,1.21033591103524
1985,1.20573893899448
1985.25,1.19883858671569
1985.5,1.20339962081606
1985.75,1.19842627634235
1986,1.19040733091694
1986.25,1.18475191311844
1986.5,1.19131933567755
1986.75,1.18775910922698
1987,1.17903816352676
1987.25,1.1770543005762
1987.5,1.18652557843661
1987.75,1.17995058808607
1988,1.17143143021631
1988.25,1.16950624903447
1988.5,1.17043553565542
1988.75,1.1665635968904
1989,1.1699763565616
1989.25,1.16524308617243
1989.5,1.16181544017032
1989.75,1.16041161840301
1990,1.15633741568347
1990.25,1.15164813301678
1990.5,1.14917574965069
1990.75,1.14765033779488
1991,1.13874278460772
1991.25,1.13400077254986
1991.5,1.14052947485817
1991.75,1.14103123531491
1992,1.13354790998075
1992.25,1.1307502475926
1992.5,1.13631286288607
1992.75,1.13552104460803
1993,1.12966534725573
1993.25,1.12486708222971
1993.5,1.12704491949947
1993.75,1.12489224689792
1994,1.11871619149672
1994.25,1.11820509603144
1994.5,1.12048977075828
1994.75,1.11899125382818
1995,1.11693909432972
1995.25,1.11156805868562
1995.5,1.11304941894667
1995.75,1.11393995625903
1996,1.10912281442841
1996.25,1.10358210010631
1996.5,1.10775410578354
1996.75,1.10568702180066
1997,1.10388931754003
1997.25,1.10126272092954
1997.5,1.10008832732251
1997.75,1.09849251259164
1998,1.09821296309421
1998.25,1.09626763383544
1998.5,1.09886475830705
1998.75,1.09846852934442
1999,1.09282054620555
1999.25,1.08838065196826
1999.5,1.0917856631589
1999.75,1.09226973951152
2000,1.09030628680477
2000.25,1.08546635500034
2000.5,1.08640385351417
2000.75,1.08749413550968
2001,1.08186175673872
2001.25,1.0764031928524
2001.5,1.0814060092638
2001.75,1.08167969032172
2002,1.07709760328474
2002.25,1.07182441528966
2002.5,1.07595369370493
2002.75,1.07573157882577
2003,1.07039926515341
2003.25,1.06773120142403
2003.5,1.07048533577173
2003.75,1.06990308875025
2004,1.06492304029534
2004.25,1.05931309483944
2004.5,1.06391189554707
2004.75,1.06252258364913
2005,1.06050586625875
2005.25,1.05844648066307
2005.5,1.05966892366216
2005.75,1.05665700833992
2006,1.05338577064249
2006.25,1.05227858552082
2006.5,1.05754706741736
2006.75,1.05586294316702
2007,1.05301598513199
2007.25,1.04924932600704
2007.5,1.05080082360851
2007.75,1.05108636927926
2008,1.04840104335946
2008.25,1.04697265362367
2008.5,1.04838949844846
2008.75,1.04624723488283
2009,1.04457739461798
2009.25,1.04236805329461
2009.5,1.04483467495499
2009.75,1.04251786220561
2010,1.04181400242604
2010.25,1.03950251066696
2010.5,1.03967814542224
2010.75,1.03911737928723
2011,1.03663720161251
2011.25,1.03486258700463
2011.5,1.03312621784982
2011.75,1.03379147573854
2012,1.03177357167896
2012.25,1.02869703690936
2012.5,1.03192150506657
2012.75,1.0312070404464
2013,1.02615062273807
2013.25,1.01884683069505
2013.5,1.02397258985698
2013.75,1.02326423887802
2014,1.02022825949774
2014.25,1.01707599005054
2014.5,1.02067171063926
2014.75,1.01764273670345
2015,1.01579343975072
2015.25,1.01464677929917
2015.5,1.01615653107773
2015.75,1.0157841379698
2016,1.0136343298695
2016.25,1.00973637400937
2016.5,1.01206233045193
2016.75,1.01101638447972
2017,1.00785492976635
2017.25,1.00635405211852
2017.5,1.00811838244689
2017.75,1.00732177811231
2018,1.00827494495277
2018.25,1.00299685403388
2018.5,1.00530305164272
2018.75,1.00557132467783
2019,1.00299044569947
2019.25,0.999724178816329
2019.5,1.00246370564625
2019.75,1.00205275906117
2020,1.00012604061589
2020.25,0.996917083796255
2020.5,0.999712774060483
2020.75,0.999356867210168
2021,0.997484087282748
2021.25,0.994327989796833
2021.5,0.997175481802612
2021.75,0.996870340261633
2022,0.99504730994793
2022.25,0.991939966701816
2022.5,0.994835237488594
2022.75,0.994576918786473
2023,0.992799774495661
2023.25,0.989737399199977
2023.5,0.992676738233217
2023.75,0.992461606074569
2024,0.990726784265067
2024.25,0.987705884676402
2024.5,0.990685869584349
2024.75,0.990510570071112
2025,0.988814783948545
2025.25,0.985832139033624
2025.5,0.98884961322838
2025.75,0.988711052928626
2026,0.987051270953438
2026.25,0.984103909826751
2026.5,0.987155961863307
2026.75,0.98705128758326
2027,0.985424713647438
2027.25,0.982509896144584
2027.5,0.985593840682845
2027.75,0.985520420809815
2028,0.983924475953109
2028.25,0.981039674712825
2028.5,0.984153034958143
2028.75,0.984108442252375
2029,0.982540747798444
